ox_code	p2_dtc_prediction	p2_rfc_prediction	p2_umap_0	p2_umap_1
AN0134-Cb	0	0	inf	inf
AN0135-Ca	0	0	inf	inf
AN0135-Cb	0	0	inf	inf
AN0136-Ca	0	0	inf	inf
AN0136-Cb	0	0	inf	inf
AN0137-Ca	0	0	inf	inf
AN0137-Cb	0	0	inf	inf
AN0138-Ca	0	0	inf	inf
AN0138-Cb	0	0	inf	inf
AN0139-Ca	0	0	inf	inf
AN0139-Cb	0	0	inf	inf
AN0140-Ca	0	0	inf	inf
AN0140-Cb	0	0	inf	inf
AN0141-Ca	0	0	inf	inf
AN0141-Cb	0	0	inf	inf
AN0142-Ca	0	0	inf	inf
AN0142-Cb	0	0	inf	inf
AN0143-Ca	0	0	inf	inf
AN0143-Cb	0	0	inf	inf
AN0144-Ca	0	0	inf	inf
AN0144-Cb	0	0	inf	inf
AN0147-Ca	0	0	inf	inf
AN0147-Cb	0	0	inf	inf
AN0149-Ca	0	0	inf	inf
AN0149-Cb	0	0	inf	inf
AN0151-Ca	0	0	inf	inf
AN0151-Cb	0	0	inf	inf
AN0152-Ca	0	0	inf	inf
AN0152-Cb	0	0	inf	inf
AN0153-Ca	0	0	inf	inf
AN0153-Cb	0	0	inf	inf
AN0154-Ca	0	0	inf	inf
AN0154-Cb	0	0	inf	inf
AN0155-Ca	0	0	inf	inf
AN0155-Cb	0	0	inf	inf
AN0156-Ca	0	0	inf	inf
AN0156-Cb	0	0	inf	inf
AN0157-Ca	0	0	inf	inf
AN0157-Cb	0	0	inf	inf
AN0158-Ca	0	0	inf	inf
AN0158-Cb	0	0	inf	inf
AN0159-Ca	0	0	inf	inf
AN0159-Cb	0	0	inf	inf
AN0160-Ca	0	0	inf	inf
AN0160-Cb	0	0	inf	inf
AN0162-Ca	0	0	inf	inf
AN0162-Cb	0	0	inf	inf
AN0163-Ca	0	0	inf	inf
AN0163-Cb	0	0	inf	inf
AN0164-Ca	0	0	inf	inf
AN0164-Cb	0	0	inf	inf
AN0165-Ca	0	0	inf	inf
AN0165-Cb	0	0	inf	inf
AN0166-Ca	0	0	inf	inf
AN0166-Cb	0	0	inf	inf
AN0167-Ca	0	0	inf	inf
AN0167-Cb	0	0	inf	inf
AN0168-Ca	0	0	inf	inf
AN0168-Cb	0	0	inf	inf
AN0169-Ca	0	0	inf	inf
AN0169-Cb	0	0	inf	inf
AN0170-Ca	0	0	inf	inf
AN0170-Cb	0	0	inf	inf
AN0171-Ca	0	0	inf	inf
AN0171-Cb	0	0	inf	inf
AN0172-Ca	0	0	inf	inf
AN0172-Cb	0	0	inf	inf
AN0173-Ca	0	0	inf	inf
AN0173-Cb	0	0	inf	inf
AN0174-Ca	0	0	inf	inf
AN0174-Cb	0	0	inf	inf
AN0175-Ca	0	0	inf	inf
AN0175-Cb	0	0	inf	inf
AN0176-Ca	0	0	inf	inf
AN0176-Cb	0	0	inf	inf
AN0177-Ca	0	0	inf	inf
AN0177-Cb	0	0	inf	inf
AN0178-Ca	0	0	inf	inf
AN0178-Cb	0	0	inf	inf
AN0179-Ca	0	0	inf	inf
AN0179-Cb	0	0	inf	inf
AN0180-Ca	0	0	inf	inf
AN0180-Cb	0	0	inf	inf
AN0181-Ca	0	0	inf	inf
AN0181-Cb	0	0	inf	inf
AN0182-Ca	0	0	inf	inf
AN0182-Cb	0	0	inf	inf
AN0183-Ca	0	0	inf	inf
AN0183-Cb	0	0	inf	inf
AN0184-Ca	0	0	inf	inf
AN0184-Cb	0	0	inf	inf
AN0185-Ca	0	0	inf	inf
AN0185-Cb	0	0	inf	inf
AN0186-Ca	0	0	inf	inf
AN0186-Cb	0	0	inf	inf
AN0187-Ca	0	0	inf	inf
AN0187-Cb	0	0	inf	inf
AN0188-Ca	0	0	inf	inf
AN0188-Cb	0	0	inf	inf
AN0189-Ca	0	0	inf	inf
AN0189-Cb	0	0	inf	inf
AN0190-Ca	0	0	inf	inf
AN0190-Cb	0	0	inf	inf
AN0191-Ca	0	0	inf	inf
AN0191-Cb	0	0	inf	inf
AN0192-Ca	0	0	inf	inf
AN0192-Cb	0	0	inf	inf
AN0193-Ca	0	0	inf	inf
AN0193-Cb	0	0	inf	inf
AN0194-Ca	0	0	inf	inf
AN0194-Cb	0	0	inf	inf
AN0196-Ca	0	0	inf	inf
AN0196-Cb	0	0	inf	inf
AN0197-Ca	0	0	inf	inf
AN0197-Cb	0	0	inf	inf
AN0198-Ca	0	0	inf	inf
AN0198-Cb	0	0	inf	inf
AN0199-Ca	0	0	inf	inf
AN0199-Cb	0	0	inf	inf
AN0200-Ca	0	0	inf	inf
AN0200-Cb	0	0	inf	inf
AN0201-Ca	0	0	inf	inf
AN0201-Cb	0	0	inf	inf
AN0202-Ca	0	0	inf	inf
AN0202-Cb	0	0	inf	inf
AN0203-Ca	0	0	inf	inf
AN0203-Cb	0	0	inf	inf
AN0204-Ca	0	0	inf	inf
AN0204-Cb	0	0	inf	inf
AN0205-Ca	0	0	inf	inf
AN0205-Cb	0	0	inf	inf
AN0206-Ca	0	0	inf	inf
AN0206-Cb	0	0	inf	inf
AN0207-Ca	0	0	inf	inf
AN0207-Cb	0	0	inf	inf
AN0208-Ca	0	0	inf	inf
AN0208-Cb	0	0	inf	inf
AN0209-Ca	0	0	inf	inf
AN0209-Cb	0	0	inf	inf
AN0210-Ca	0	0	inf	inf
AN0210-Cb	0	0	inf	inf
AN0212-Ca	0	0	inf	inf
AN0212-Cb	0	0	inf	inf
AN0213-Ca	0	0	inf	inf
AN0213-Cb	0	0	inf	inf
AN0214-Ca	0	0	inf	inf
AN0214-Cb	0	0	inf	inf
AN0215-Ca	0	0	inf	inf
AN0215-Cb	0	0	inf	inf
AN0217-Ca	0	0	inf	inf
AN0217-Cb	0	0	inf	inf
AN0218-Ca	0	0	inf	inf
AN0218-Cb	0	0	inf	inf
AN0219-Ca	0	0	inf	inf
AN0219-Cb	0	0	inf	inf
AN0220-Ca	0	0	inf	inf
AN0220-Cb	0	0	inf	inf
AN0221-Ca	0	0	inf	inf
AN0221-Cb	0	0	inf	inf
AN0222-Ca	0	0	inf	inf
AN0222-Cb	0	0	inf	inf
AN0223-Ca	0	0	inf	inf
AN0223-Cb	0	0	inf	inf
AN0224-Ca	0	0	inf	inf
AN0224-Cb	0	0	inf	inf
AN0225-Ca	0	0	inf	inf
AN0225-Cb	0	0	inf	inf
AN0226-Ca	0	0	inf	inf
AN0226-Cb	0	0	inf	inf
AN0227-Ca	0	0	inf	inf
AN0227-Cb	0	0	inf	inf
AN0228-Ca	0	0	inf	inf
AN0228-Cb	0	0	inf	inf
AN0229-Ca	0	0	inf	inf
AN0229-Cb	0	0	inf	inf
AN0230-Ca	0	0	inf	inf
AN0230-Cb	0	0	inf	inf
AN0231-Ca	0	0	inf	inf
AN0231-Cb	0	0	inf	inf
AN0232-Ca	0	0	inf	inf
AN0232-Cb	0	0	inf	inf
AN0233-Ca	0	0	inf	inf
AN0233-Cb	0	0	inf	inf
AN0234-Ca	0	0	inf	inf
AN0234-Cb	0	0	inf	inf
AN0235-Ca	0	0	inf	inf
AN0235-Cb	0	0	inf	inf
AN0236-Ca	0	0	inf	inf
AN0236-Cb	0	0	inf	inf
AN0237-Ca	0	0	inf	inf
AN0237-Cb	0	0	inf	inf
AN0238-Ca	0	0	inf	inf
AN0238-Cb	0	0	inf	inf
AN0239-Ca	0	0	inf	inf
AN0239-Cb	0	0	inf	inf
AN0240-Ca	0	0	inf	inf
AN0240-Cb	0	0	inf	inf
AN0241-Ca	0	0	inf	inf
AN0241-Cb	0	0	inf	inf
AN0242-Ca	0	0	inf	inf
AN0242-Cb	0	0	inf	inf
AN0243-Ca	0	0	inf	inf
AN0243-Cb	0	0	inf	inf
AN0244-Ca	0	0	inf	inf
AN0244-Cb	0	0	inf	inf
AN0245-Ca	0	0	inf	inf
AN0245-Cb	0	0	inf	inf
AN0246-Ca	0	0	inf	inf
AN0246-Cb	0	0	inf	inf
AN0247-Ca	0	0	inf	inf
AN0247-Cb	0	0	inf	inf
AN0248-Ca	0	0	inf	inf
AN0248-Cb	0	0	inf	inf
AN0250-Ca	0	0	inf	inf
AN0250-Cb	0	0	inf	inf
AN0251-Ca	0	0	inf	inf
AN0251-Cb	0	0	inf	inf
AN0252-Ca	0	0	inf	inf
AN0252-Cb	0	0	inf	inf
AN0253-Ca	0	0	inf	inf
AN0253-Cb	0	0	inf	inf
AN0254-Ca	0	0	inf	inf
AN0254-Cb	0	0	inf	inf
AN0255-Ca	0	0	inf	inf
AN0255-Cb	0	0	inf	inf
AN0256-Ca	0	0	inf	inf
AN0256-Cb	0	0	inf	inf
AN0258-Ca	0	0	inf	inf
AN0258-Cb	0	0	inf	inf
AN0259-Ca	0	0	inf	inf
AN0259-Cb	0	0	inf	inf
AN0260-Ca	0	0	inf	inf
AN0260-Cb	0	0	inf	inf
AN0261-Ca	0	0	inf	inf
AN0261-Cb	0	0	inf	inf
AN0262-Ca	0	0	inf	inf
AN0262-Cb	0	0	inf	inf
AN0263-Ca	0	0	inf	inf
AN0263-Cb	0	0	inf	inf
AN0264-Ca	0	0	inf	inf
AN0264-Cb	0	0	inf	inf
AN0265-Ca	0	0	inf	inf
AN0265-Cb	0	0	inf	inf
AN0266-Ca	0	0	inf	inf
AN0266-Cb	0	0	inf	inf
AN0267-Ca	0	0	inf	inf
AN0267-Cb	0	0	inf	inf
AN0268-Ca	0	0	inf	inf
AN0268-Cb	0	0	inf	inf
AN0269-Ca	0	0	inf	inf
AN0269-Cb	0	0	inf	inf
AN0270-Ca	0	0	inf	inf
AN0270-Cb	0	0	inf	inf
AN0271-Ca	0	0	inf	inf
AN0271-Cb	0	0	inf	inf
AN0272-Ca	0	0	inf	inf
AN0272-Cb	0	0	inf	inf
AN0275-Ca	0	0	inf	inf
AN0275-Cb	0	0	inf	inf
AN0276-Ca	0	0	inf	inf
AN0276-Cb	0	0	inf	inf
AN0277-Ca	0	0	inf	inf
AN0277-Cb	0	0	inf	inf
AN0278-Ca	0	0	inf	inf
AN0278-Cb	0	0	inf	inf
AN0279-Ca	0	0	inf	inf
AN0279-Cb	0	0	inf	inf
AN0280-Ca	0	0	inf	inf
AN0280-Cb	0	0	inf	inf
AN0281-Ca	0	0	inf	inf
AN0281-Cb	0	0	inf	inf
AN0282-Ca	0	0	inf	inf
AN0282-Cb	0	0	inf	inf
AN0283-Ca	0	0	inf	inf
AN0283-Cb	0	0	inf	inf
AN0284-Ca	0	0	inf	inf
AN0284-Cb	0	0	inf	inf
AN0285-Ca	0	0	inf	inf
AN0285-Cb	0	0	inf	inf
AN0286-Ca	0	0	inf	inf
AN0286-Cb	0	0	inf	inf
AN0287-Ca	0	0	inf	inf
AN0287-Cb	0	0	inf	inf
AN0288-Ca	0	0	inf	inf
AN0288-Cb	0	0	inf	inf
AN0289-Ca	0	0	inf	inf
AN0289-Cb	0	0	inf	inf
AN0290-Ca	0	0	inf	inf
AN0290-Cb	0	0	inf	inf
AN0291-Ca	0	0	inf	inf
AN0291-Cb	0	0	inf	inf
AN0292-Ca	0	0	inf	inf
AN0292-Cb	0	0	inf	inf
AN0293-Ca	0	0	inf	inf
AN0293-Cb	0	0	inf	inf
AN0294-Ca	0	0	inf	inf
AN0294-Cb	0	0	inf	inf
AN0295-Ca	0	0	inf	inf
AN0295-Cb	0	0	inf	inf
AN0296-Ca	0	0	inf	inf
AN0296-Cb	0	0	inf	inf
AN0297-Ca	0	0	inf	inf
AN0297-Cb	0	0	inf	inf
AN0298-Ca	0	0	inf	inf
AN0298-Cb	0	0	inf	inf
AN0299-Ca	0	0	inf	inf
AN0299-Cb	0	0	inf	inf
AN0300-Ca	0	0	inf	inf
AN0300-Cb	0	0	inf	inf
AN0301-Ca	0	0	inf	inf
AN0301-Cb	0	0	inf	inf
AN0302-Ca	0	0	inf	inf
AN0302-Cb	0	0	inf	inf
AN0303-Ca	0	0	inf	inf
AN0303-Cb	0	0	inf	inf
AN0304-Ca	0	0	inf	inf
AN0304-Cb	0	0	inf	inf
AN0305-Ca	0	0	inf	inf
AN0305-Cb	0	0	inf	inf
AN0306-Ca	0	0	inf	inf
AN0306-Cb	0	0	inf	inf
AN0307-Ca	0	0	inf	inf
AN0307-Cb	0	0	inf	inf
AN0308-Ca	0	0	inf	inf
AN0308-Cb	0	0	inf	inf
AN0309-Ca	0	0	inf	inf
AN0309-Cb	0	0	inf	inf
AN0310-Ca	0	0	inf	inf
AN0310-Cb	0	0	inf	inf
AN0311-Ca	0	0	inf	inf
AN0311-Cb	0	0	inf	inf
AN0312-Ca	0	0	inf	inf
AN0312-Cb	0	0	inf	inf
AN0313-Ca	0	0	inf	inf
AN0313-Cb	0	0	inf	inf
AN0314-Ca	0	0	inf	inf
AN0314-Cb	0	0	inf	inf
AN0315-Ca	0	0	inf	inf
AN0315-Cb	0	0	inf	inf
AN0316-Ca	0	0	inf	inf
AN0316-Cb	0	0	inf	inf
AN0317-Ca	0	0	inf	inf
AN0317-Cb	0	0	inf	inf
AN0318-Ca	0	0	inf	inf
AN0318-Cb	0	0	inf	inf
AN0319-Ca	0	0	inf	inf
AN0319-Cb	0	0	inf	inf
AN0320-Ca	0	0	inf	inf
AN0320-Cb	0	0	inf	inf
AN0321-Ca	0	0	inf	inf
AN0321-Cb	0	0	inf	inf
AP0002-Ca	0	0	inf	inf
AP0002-Cb	0	0	inf	inf
AP0005-Ca	0	0	inf	inf
AP0005-Cb	0	0	inf	inf
AP0006-Ca	0	0	inf	inf
AP0006-Cb	0	0	inf	inf
AP0007-Ca	0	0	inf	inf
AP0007-Cb	0	0	inf	inf
AP0008-Ca	0	0	inf	inf
AP0008-Cb	0	0	inf	inf
AP0009-Ca	0	0	inf	inf
AP0009-Cb	0	0	inf	inf
AP0010-Ca	0	0	inf	inf
AP0010-Cb	0	0	inf	inf
AP0011-Ca	0	0	inf	inf
AP0011-Cb	0	0	inf	inf
AP0014-Ca	0	0	inf	inf
AP0014-Cb	0	0	inf	inf
AP0017-Ca	0	0	inf	inf
AP0017-Cb	0	0	inf	inf
AP0018-Ca	0	0	inf	inf
AP0018-Cb	0	0	inf	inf
AP0019-Ca	0	0	inf	inf
AP0019-Cb	0	0	inf	inf
AP0020-Ca	0	0	inf	inf
AP0020-Cb	0	0	inf	inf
AP0021-Ca	0	0	inf	inf
AP0021-Cb	0	0	inf	inf
AP0022-Ca	0	0	inf	inf
AP0022-Cb	0	0	inf	inf
AP0023-Ca	0	0	inf	inf
AP0023-Cb	0	0	inf	inf
AP0024-Ca	0	0	inf	inf
AP0024-Cb	0	0	inf	inf
AP0025-Ca	0	0	inf	inf
AP0025-Cb	0	0	inf	inf
AP0030-Ca	0	0	inf	inf
AP0030-Cb	0	0	inf	inf
AP0031-Ca	0	0	inf	inf
AP0031-Cb	0	0	inf	inf
AP0032-Ca	0	0	inf	inf
AP0032-Cb	0	0	inf	inf
AP0033-Ca	0	0	inf	inf
AP0033-Cb	0	0	inf	inf
AP0034-Ca	0	0	inf	inf
AP0034-Cb	0	0	inf	inf
AP0035-Ca	0	0	inf	inf
AP0035-Cb	0	0	inf	inf
AQ0001-Ca	0	0	inf	inf
AQ0001-Cb	0	0	inf	inf
AQ0002-Ca	0	0	inf	inf
AQ0002-Cb	0	0	inf	inf
AQ0004-Ca	0	0	inf	inf
AQ0004-Cb	0	0	inf	inf
AQ0005-Ca	0	0	inf	inf
AQ0005-Cb	0	0	inf	inf
AQ0011-Ca	0	0	inf	inf
AQ0011-Cb	0	0	inf	inf
AQ0012-Ca	0	0	inf	inf
AQ0012-Cb	0	0	inf	inf
AQ0013-Ca	0	0	inf	inf
AQ0013-Cb	0	0	inf	inf
AQ0014-Ca	0	0	inf	inf
AQ0014-Cb	0	0	inf	inf
AQ0015-Ca	0	0	inf	inf
AQ0015-Cb	0	0	inf	inf
AR0001-Ca	0	0	inf	inf
AR0001-Cb	0	0	inf	inf
AR0007-Ca	0	0	inf	inf
AR0007-Cb	0	0	inf	inf
AR0008-Ca	0	0	inf	inf
AR0008-Cb	0	0	inf	inf
AR0009-Ca	0	0	inf	inf
AR0009-Cb	0	0	inf	inf
AR0010-Ca	0	0	inf	inf
AR0010-Cb	0	0	inf	inf
AR0011-Ca	0	0	inf	inf
AR0011-Cb	0	0	inf	inf
AR0012-Ca	0	0	inf	inf
AR0012-Cb	0	0	inf	inf
AR0013-Ca	0	0	inf	inf
AR0013-Cb	0	0	inf	inf
AR0014-Ca	0	0	inf	inf
AR0014-Cb	0	0	inf	inf
AR0015-Ca	0	0	inf	inf
AR0015-Cb	0	0	inf	inf
AR0016-Ca	0	0	inf	inf
AR0016-Cb	0	0	inf	inf
AR0017-Ca	0	0	inf	inf
AR0017-Cb	0	0	inf	inf
AR0018-Ca	0	0	inf	inf
AR0018-Cb	0	0	inf	inf
AR0019-Ca	0	0	inf	inf
AR0019-Cb	0	0	inf	inf
AR0020-Ca	0	0	inf	inf
AR0020-Cb	0	0	inf	inf
AR0021-Ca	0	0	inf	inf
AR0021-Cb	0	0	inf	inf
AR0022-Ca	0	0	inf	inf
AR0022-Cb	0	0	inf	inf
AR0023-Ca	0	0	inf	inf
AR0023-Cb	0	0	inf	inf
AR0024-Ca	0	0	inf	inf
AR0024-Cb	0	0	inf	inf
AR0026-Ca	0	0	inf	inf
AR0026-Cb	0	0	inf	inf
AR0027-Ca	0	0	inf	inf
AR0027-Cb	0	0	inf	inf
AR0034-Ca	0	0	inf	inf
AR0034-Cb	0	0	inf	inf
AR0035-Ca	0	0	inf	inf
AR0035-Cb	0	0	inf	inf
AR0036-Ca	0	0	inf	inf
AR0036-Cb	0	0	inf	inf
AR0038-Ca	0	0	inf	inf
AR0038-Cb	0	0	inf	inf
AR0040-Ca	0	0	inf	inf
AR0040-Cb	0	0	inf	inf
AR0042-Ca	0	0	inf	inf
AR0042-Cb	0	0	inf	inf
AR0043-Ca	0	0	inf	inf
AR0043-Cb	0	0	inf	inf
AR0044-Ca	0	0	inf	inf
AR0044-Cb	0	0	inf	inf
AR0045-Ca	0	0	inf	inf
AR0045-Cb	0	0	inf	inf
AR0046-Ca	0	0	inf	inf
AR0046-Cb	0	0	inf	inf
AR0047-Ca	0	0	inf	inf
AR0047-Cb	0	0	inf	inf
AR0048-Ca	0	0	inf	inf
AR0048-Cb	0	0	inf	inf
AR0049-Ca	0	0	inf	inf
AR0049-Cb	0	0	inf	inf
AR0050-Ca	0	0	inf	inf
AR0050-Cb	0	0	inf	inf
AR0051-Ca	0	0	inf	inf
AR0051-Cb	0	0	inf	inf
AR0052-Ca	0	0	inf	inf
AR0052-Cb	0	0	inf	inf
AR0053-Ca	0	0	inf	inf
AR0053-Cb	0	0	inf	inf
AR0054-Ca	0	0	inf	inf
AR0054-Cb	0	0	inf	inf
AR0057-Ca	0	0	inf	inf
AR0057-Cb	0	0	inf	inf
AR0059-Ca	0	0	inf	inf
AR0059-Cb	0	0	inf	inf
AR0060-Ca	0	0	inf	inf
AR0060-Cb	0	0	inf	inf
AR0061-Ca	0	0	inf	inf
AR0061-Cb	0	0	inf	inf
AR0062-Ca	0	0	inf	inf
AR0062-Cb	0	0	inf	inf
AR0063-Ca	0	0	inf	inf
AR0063-Cb	0	0	inf	inf
AR0064-Ca	0	0	inf	inf
AR0064-Cb	0	0	inf	inf
AR0065-Ca	0	0	inf	inf
AR0065-Cb	0	0	inf	inf
AR0066-Ca	0	0	inf	inf
AR0066-Cb	0	0	inf	inf
AR0069-Ca	0	0	inf	inf
AR0069-Cb	0	0	inf	inf
AR0070-Ca	0	0	inf	inf
AR0070-Cb	0	0	inf	inf
AR0071-Ca	0	0	inf	inf
AR0071-Cb	0	0	inf	inf
AR0072-Ca	0	0	inf	inf
AR0072-Cb	0	0	inf	inf
AR0073-Ca	0	0	inf	inf
AR0073-Cb	0	0	inf	inf
AR0074-Ca	0	0	inf	inf
AR0074-Cb	0	0	inf	inf
AR0075-Ca	0	0	inf	inf
AR0075-Cb	0	0	inf	inf
AR0076-Ca	0	0	inf	inf
AR0076-Cb	0	0	inf	inf
AR0077-Ca	0	0	inf	inf
AR0077-Cb	0	0	inf	inf
AR0078-Ca	0	0	inf	inf
AR0078-Cb	0	0	inf	inf
AR0079-Ca	0	0	inf	inf
AR0079-Cb	0	0	inf	inf
AR0080-Ca	0	0	inf	inf
AR0080-Cb	0	0	inf	inf
AR0081-Ca	0	0	inf	inf
AR0081-Cb	0	0	inf	inf
AR0082-Ca	0	0	inf	inf
AR0082-Cb	0	0	inf	inf
AR0083-Ca	0	0	inf	inf
AR0083-Cb	0	0	inf	inf
AR0084-Ca	0	0	inf	inf
AR0084-Cb	0	0	inf	inf
AR0085-Ca	0	0	inf	inf
AR0085-Cb	0	0	inf	inf
AR0086-Ca	0	0	inf	inf
AR0086-Cb	0	0	inf	inf
AR0087-Ca	0	0	inf	inf
AR0087-Cb	0	0	inf	inf
AR0088-Ca	0	0	inf	inf
AR0088-Cb	0	0	inf	inf
AR0089-Ca	0	0	inf	inf
AR0089-Cb	0	0	inf	inf
AR0090-Ca	0	0	inf	inf
AR0090-Cb	0	0	inf	inf
AR0092-Ca	0	0	inf	inf
AR0092-Cb	0	0	inf	inf
AR0093-Ca	0	0	inf	inf
AR0093-Cb	0	0	inf	inf
AR0095-Ca	0	0	inf	inf
AR0095-Cb	0	0	inf	inf
AR0096-Ca	0	0	inf	inf
AR0096-Cb	0	0	inf	inf
AR0097-Ca	0	0	inf	inf
AR0097-Cb	0	0	inf	inf
AR0098-Ca	0	0	inf	inf
AR0098-Cb	0	0	inf	inf
AR0099-Ca	0	0	inf	inf
AR0099-Cb	0	0	inf	inf
AR0100-Ca	0	0	inf	inf
AR0100-Cb	0	0	inf	inf
AS0001-Ca	0	0	inf	inf
AS0001-Cb	0	0	inf	inf
AS0002-Ca	0	0	inf	inf
AS0002-Cb	0	0	inf	inf
AS0003-Ca	0	0	inf	inf
AS0003-Cb	0	0	inf	inf
AS0004-Ca	0	0	inf	inf
AS0004-Cb	0	0	inf	inf
AS0005-Ca	0	0	inf	inf
AS0005-Cb	0	0	inf	inf
AS0006-Ca	0	0	inf	inf
AS0006-Cb	0	0	inf	inf
AS0007-Ca	0	0	inf	inf
AS0007-Cb	0	0	inf	inf
AS0008-Ca	0	0	inf	inf
AS0008-Cb	0	0	inf	inf
AS0009-Ca	0	0	inf	inf
AS0009-Cb	0	0	inf	inf
AS0010-Ca	0	0	inf	inf
AS0010-Cb	0	0	inf	inf
AS0011-Ca	0	0	inf	inf
AS0011-Cb	0	0	inf	inf
AS0012-Ca	0	0	inf	inf
AS0012-Cb	0	0	inf	inf
AS0013-Ca	0	0	inf	inf
AS0013-Cb	0	0	inf	inf
AS0014-Ca	0	0	inf	inf
AS0014-Cb	0	0	inf	inf
AS0015-Ca	0	0	inf	inf
AS0015-Cb	0	0	inf	inf
AS0016-Ca	0	0	inf	inf
AS0016-Cb	0	0	inf	inf
AS0017-Ca	0	0	inf	inf
AS0017-Cb	0	0	inf	inf
AS0018-Ca	0	0	inf	inf
AS0018-Cb	0	0	inf	inf
AS0019-Ca	0	0	inf	inf
AS0019-Cb	0	0	inf	inf
AS0020-Ca	0	0	inf	inf
AS0020-Cb	0	0	inf	inf
AS0021-Ca	0	0	inf	inf
AS0021-Cb	0	0	inf	inf
AS0022-Ca	0	0	inf	inf
AS0022-Cb	0	0	inf	inf
AS0024-Ca	0	0	inf	inf
AS0024-Cb	0	0	inf	inf
AS0025-Ca	0	0	inf	inf
AS0025-Cb	0	0	inf	inf
AS0026-Ca	0	0	inf	inf
AS0026-Cb	0	0	inf	inf
AS0027-Ca	0	0	inf	inf
AS0027-Cb	0	0	inf	inf
AS0028-Ca	0	0	inf	inf
AS0028-Cb	0	0	inf	inf
AS0029-Ca	0	0	inf	inf
AS0029-Cb	0	0	inf	inf
AS0030-Ca	0	0	inf	inf
AS0030-Cb	0	0	inf	inf
AS0032-Ca	0	0	inf	inf
AS0032-Cb	0	0	inf	inf
AS0033-Ca	0	0	inf	inf
AS0033-Cb	0	0	inf	inf
AS0034-Ca	0	0	inf	inf
AS0034-Cb	0	0	inf	inf
AS0035-Ca	0	0	inf	inf
AS0035-Cb	0	0	inf	inf
AS0036-Ca	0	0	inf	inf
AS0036-Cb	0	0	inf	inf
AS0037-Ca	0	0	inf	inf
AS0037-Cb	0	0	inf	inf
AS0039-Ca	0	0	inf	inf
AS0039-Cb	0	0	inf	inf
AS0040-Ca	0	0	inf	inf
AS0040-Cb	0	0	inf	inf
AS0041-Ca	0	0	inf	inf
AS0041-Cb	0	0	inf	inf
AS0042-Ca	0	0	inf	inf
AS0042-Cb	0	0	inf	inf
AS0044-Ca	0	0	inf	inf
AS0044-Cb	0	0	inf	inf
AS0045-Ca	0	0	inf	inf
AS0045-Cb	0	0	inf	inf
AS0046-Ca	0	0	inf	inf
AS0046-Cb	0	0	inf	inf
AS0047-Ca	0	0	inf	inf
AS0047-Cb	0	0	inf	inf
AS0048-Ca	0	0	inf	inf
AS0048-Cb	0	0	inf	inf
AS0049-Ca	0	0	inf	inf
AS0049-Cb	0	0	inf	inf
AS0051-Ca	0	0	inf	inf
AS0051-Cb	0	0	inf	inf
AS0052-Ca	0	0	inf	inf
AS0052-Cb	0	0	inf	inf
AS0053-Ca	0	0	inf	inf
AS0053-Cb	0	0	inf	inf
AS0054-Ca	0	0	inf	inf
AS0054-Cb	0	0	inf	inf
AS0055-Ca	0	0	inf	inf
AS0055-Cb	0	0	inf	inf
AS0056-Ca	0	0	inf	inf
AS0056-Cb	0	0	inf	inf
AS0057-Ca	0	0	inf	inf
AS0057-Cb	0	0	inf	inf
AS0058-Ca	0	0	inf	inf
AS0058-Cb	0	0	inf	inf
AS0059-Ca	0	0	inf	inf
AS0059-Cb	0	0	inf	inf
AS0060-Ca	0	0	inf	inf
AS0060-Cb	0	0	inf	inf
AS0062-Ca	0	0	inf	inf
AS0062-Cb	0	0	inf	inf
AS0064-Ca	0	0	inf	inf
AS0064-Cb	0	0	inf	inf
AS0065-Ca	0	0	inf	inf
AS0065-Cb	0	0	inf	inf
AS0066-Ca	0	0	inf	inf
AS0066-Cb	0	0	inf	inf
AS0068-Ca	0	0	inf	inf
AS0068-Cb	0	0	inf	inf
AS0069-Ca	0	0	inf	inf
AS0069-Cb	0	0	inf	inf
AS0070-Ca	0	0	inf	inf
AS0070-Cb	0	0	inf	inf
AS0071-Ca	0	0	inf	inf
AS0071-Cb	0	0	inf	inf
AS0072-Ca	0	0	inf	inf
AS0072-Cb	0	0	inf	inf
AS0073-Ca	0	0	inf	inf
AS0073-Cb	0	0	inf	inf
AS0074-Ca	0	0	inf	inf
AS0074-Cb	0	0	inf	inf
AS0076-Ca	0	0	inf	inf
AS0076-Cb	0	0	inf	inf
AS0077-Ca	0	0	inf	inf
AS0077-Cb	0	0	inf	inf
AS0078-Ca	0	0	inf	inf
AS0078-Cb	0	0	inf	inf
AV0001-Ca	1	0	4.187724590301514	6.367265701293945
AV0001-Cb	1	0	5.553921222686768	12.316071510314941
AV0002-Ca	0	0	5.033841609954834	2.063189744949341
AV0002-Cb	0	0	5.267882347106934	2.4595603942871094
AV0003-Ca	1	0	5.720062732696533	5.871155261993408
AV0003-Cb	1	0	5.2436604499816895	9.422555923461914
AV0004-Ca	0	0	5.631250858306885	4.231637001037598
AV0004-Cb	1	0	4.422191619873047	6.477782726287842
AV0005-Ca	1	0	4.898601531982422	7.5724873542785645
AV0005-Cb	1	0	5.361959934234619	9.030279159545898
AV0006-Ca	1	0	4.201982021331787	7.205087661743164
AV0006-Cb	1	0	5.152977466583252	5.920315265655518
AV0007-Ca	1	0	5.075160980224609	5.712188720703125
AV0007-Cb	1	1	6.333582401275635	15.403481483459473
